default,t_risco,valor_emprestimo,prazo_pagamento,limite_credito,renda,signo,genero,perfil_facebook,n_emprestimos_inadiplentes
False,0.2,35049.98,36.0,67407.0,87510.01,libr,m,True,0.0
False,0.32,24383.66,60.0,6572.0,55028.71,,m,False,0.0
False,0.25,23813.21,36.0,65876.0,67033.36,,f,False,0.0
False,0.23,16044.28,36.0,,60034.59,scor,f,False,0.0
False,0.27,2524.03,36.0,0.0,10054.31,,m,False,0.0
False,0.31,17022.46,36.0,0.0,39142.87,arie,m,False,0.0
False,0.39,18520.98,36.0,9077.0,50021.48,arie,m,False,0.0
False,0.2,3020.39,36.0,,32029.66,aqua,m,True,0.0
False,0.27,2419.2,36.0,10000.0,94365.88,leo,,False,0.0
False,0.4,21017.1,36.0,22328.0,90024.33,scor,f,True,0.0
False,0.35,8035.18,36.0,2400.0,80031.05,virg,,,0.0
False,0.32,11047.0,36.0,,62021.17,leo,m,False,0.0
False,0.39,33042.08,60.0,114789.0,165007.49,pisce,f,False,0.0
,,,,,,virg,,False,
False,0.33,15015.79,36.0,111880.0,72022.35,pisce,m,False,0.0
False,0.35,17023.34,60.0,,86010.16,capr,m,False,0.0
False,0.33,5013.85,36.0,,50016.7,pisce,m,True,0.0
False,0.2,15032.2,36.0,30065.0,55026.4,virg,m,True,0.0
False,0.15,21029.86,36.0,30839.0,135021.72,scor,f,True,0.0
False,0.2,21012.38,36.0,53624.0,65021.06,leo,m,False,0.0
False,0.3,8004.78,36.0,14596.0,40024.89,,m,False,0.0
False,0.45,20212.98,60.0,23273.0,65011.59,libr,m,False,0.0
False,0.31,1512.71,36.0,,155008.82,,f,True,0.0
False,0.35,10016.99,36.0,0.0,50051.54,scor,m,False,0.0
False,0.13,14026.43,36.0,0.0,83434.2,aqua,f,False,0.0
False,0.43,2120.16,36.0,0.0,43201.44,cance,,False,0.0
False,0.13,28591.62,36.0,77885.0,137016.82,,m,True,0.0
False,0.26,13261.23,36.0,0.0,40016.63,,m,True,0.0
False,0.35,12008.03,60.0,16805.0,147016.46,,m,,0.0
False,0.14,16040.94,36.0,35856.0,50039.2,,f,True,0.0
False,0.11,7019.2,36.0,,100019.47,scor,m,False,0.0
False,0.28,20015.47,60.0,39215.0,92014.02,arie,m,False,0.0
False,0.31,7515.35,36.0,25007.0,44531.87,gemi,f,True,0.0
False,0.34,4147.6,36.0,0.0,20022.64,virg,f,True,0.0
False,0.37,8023.14,36.0,,55026.8,leo,f,False,0.0
False,0.21,5591.82,36.0,42021.0,45030.59,scor,f,True,0.0
False,0.24,12021.11,36.0,,73574.58,,m,True,0.0
True,0.43,20021.66,36.0,,48023.83,leo,m,True,0.0
True,0.33,35050.75,60.0,,81611.4,,f,True,0.0
False,0.27,10974.81,36.0,,47920.03,virg,m,False,0.0
False,0.17,9273.03,36.0,0.0,89029.65,aqua,f,,0.0
False,0.33,27078.49,60.0,14900.0,61017.9,virg,m,False,0.0
False,0.24,29017.01,36.0,0.0,194026.52,cance,m,True,0.0
False,0.27,3520.06,36.0,,98029.33,virg,f,,0.0
False,0.19,4014.26,36.0,,35520.91,taur,f,,0.0
False,0.22,8024.66,36.0,15539.0,35023.07,capr,f,False,0.0
True,0.27,20025.62,36.0,27508.0,45018.65,sagi,m,False,0.0
False,0.3,22919.21,36.0,18069.0,72038.47,,f,False,0.0
,0.22,14876.97,60.0,51700.0,65029.58,arie,,False,0.0
False,0.34,2518.07,36.0,17537.0,30015.01,leo,m,False,0.0
False,0.28,10009.69,36.0,,60011.44,virg,m,True,0.0
False,0.32,12018.41,36.0,46953.0,95017.27,,m,,0.0
False,0.36,12024.09,36.0,0.0,98014.66,virg,f,False,0.0
False,0.33,12323.84,36.0,5106.0,42030.04,taur,f,False,0.0
,0.29,17026.85,60.0,54478.0,65020.8,pisce,,,0.0
,0.41,21223.03,60.0,62777.0,60015.97,gemi,,False,0.0
True,0.35,18035.88,60.0,31901.0,70020.47,capr,f,False,0.0
False,0.2,7768.24,36.0,,57509.75,virg,f,True,0.0
False,0.29,12021.66,36.0,68626.0,50025.75,scor,m,True,0.0
False,0.24,10020.51,36.0,,71014.96,cance,m,False,0.0
False,0.31,8627.32,36.0,29538.0,65014.76,,m,False,0.0
False,0.34,14022.49,36.0,53500.0,36006.77,,f,False,0.0
False,0.44,5014.42,36.0,29363.0,65011.79,aqua,m,False,0.0
False,0.36,28018.06,60.0,95013.0,110232.65,,m,False,0.0
False,0.39,6521.17,36.0,,60025.51,,f,False,0.0
False,0.17,16440.17,36.0,,44567.95,,m,True,0.0
False,0.38,3023.51,36.0,0.0,50013.31,,m,True,0.0
False,0.38,13015.38,36.0,21345.0,43025.92,cance,m,False,0.0
False,0.11,25012.39,36.0,70650.0,117041.66,aqua,f,True,0.0
False,0.45,16033.47,60.0,,85020.42,,f,True,0.0
True,0.57,15273.12,60.0,,29750.74,aqua,m,False,0.0
True,0.45,4818.0,36.0,96688.0,65015.26,aqua,,False,0.0
False,0.17,17068.66,36.0,0.0,38031.39,leo,m,False,0.0
False,0.45,10024.8,36.0,,30018.44,,m,,0.0
False,0.26,15013.64,36.0,102212.0,70328.06,,f,False,0.0
False,0.37,8013.51,36.0,37062.0,56561.43,cance,,False,0.0
True,0.26,28032.83,36.0,,65032.41,sagi,f,False,0.0
True,0.25,3533.07,36.0,,30024.24,arie,m,False,0.0
False,0.33,18011.44,60.0,,95017.71,virg,m,False,0.0
True,0.24,24950.2,60.0,87415.0,80027.02,virg,f,False,0.0
False,0.33,10521.46,36.0,25925.0,45023.38,libr,f,True,0.0
False,0.31,12105.3,36.0,93219.0,98251.48,scor,m,False,0.0
False,0.32,16517.13,60.0,,200019.65,cance,f,False,0.0
False,0.29,8032.22,60.0,,73022.36,scor,m,True,0.0
False,0.41,9572.18,36.0,0.0,30701.51,,f,True,0.0
False,0.3,25016.17,60.0,60003.0,102049.86,capr,m,False,0.0
True,0.17,5379.53,36.0,0.0,18013.99,,m,True,0.0
False,0.4,3031.12,36.0,42107.0,24021.26,virg,m,,0.0
False,0.45,18013.4,60.0,30027.0,45010.45,,m,False,0.0
True,0.35,5387.07,36.0,0.0,29026.95,capr,f,False,0.0
False,0.2,7513.52,36.0,,27622.48,aqua,m,True,0.0
False,0.31,20044.29,60.0,,65010.92,,m,False,0.0
False,0.22,9135.58,36.0,0.0,91017.8,,f,False,0.0
False,0.33,7630.74,36.0,,55019.2,,m,False,0.0
False,0.31,12009.35,36.0,0.0,145026.62,cance,f,False,0.0
False,0.31,10023.52,36.0,26840.0,33019.04,aqua,f,False,0.0
False,0.23,10024.72,36.0,13728.0,100035.58,arie,m,False,0.0
True,0.33,26327.42,60.0,,83037.03,virg,,True,0.0
False,0.55,22967.73,60.0,21023.0,52011.78,,f,False,0.0
False,0.23,25019.78,60.0,18000.0,60035.3,virg,f,,0.0
False,0.31,6039.82,36.0,22239.0,38529.79,,f,,0.0
False,0.32,5523.61,36.0,29871.0,40017.36,libr,m,False,0.0
False,0.4,35034.14,36.0,97429.0,110012.92,pisce,f,True,0.0
False,0.25,10415.81,36.0,,82002.77,arie,m,False,0.0
True,0.41,6027.99,36.0,28885.0,93023.47,sagi,m,True,0.0
,0.27,20700.57,60.0,0.0,46032.0,cance,,True,0.0
False,0.21,24018.3,36.0,19127.0,230020.37,,f,True,0.0
False,0.23,6042.61,36.0,0.0,47023.82,virg,m,False,0.0
False,0.15,16008.38,36.0,18875.0,135035.27,scor,m,True,0.0
True,0.29,18019.27,36.0,45606.0,120033.09,virg,m,False,0.0
True,0.34,9030.58,36.0,,75011.92,sagi,f,False,0.0
False,0.24,1524.82,36.0,,51961.35,,f,False,0.0
False,0.1,15019.6,36.0,11541.0,150013.76,libr,m,False,1.0
False,0.25,12525.34,36.0,,84029.7,,m,True,0.0
True,0.12,6020.43,36.0,32002.0,45017.1,,f,False,0.0
True,0.35,5821.03,36.0,0.0,30904.91,sagi,m,,0.0
False,0.36,18924.87,36.0,31091.0,130037.57,cance,m,False,0.0
False,0.63,6287.21,36.0,42641.0,60028.35,capr,f,False,0.0
False,0.35,20016.97,60.0,,61017.37,,f,False,0.0
,0.41,31011.24,60.0,201652.0,75011.49,libr,,True,0.0
False,0.29,25020.02,36.0,,156061.29,,m,False,0.0
False,0.39,35013.58,36.0,129840.0,110029.9,,f,,0.0
False,0.33,24029.63,36.0,,250015.8,gemi,m,False,0.0
False,0.3,8897.52,36.0,0.0,27028.21,virg,m,False,0.0
False,0.27,20597.15,36.0,44404.0,80026.88,,f,False,0.0
False,0.25,3730.99,36.0,0.0,100026.68,cance,f,False,0.0
False,0.35,14002.76,60.0,,41620.54,,f,False,0.0
False,0.12,6413.8,36.0,,80026.23,,f,True,0.0
False,0.25,12830.53,36.0,,51244.54,,m,True,0.0
False,0.14,25023.28,60.0,,39632.52,libr,f,False,0.0
False,0.14,5023.84,36.0,0.0,42047.7,,,False,0.0
False,0.35,25034.11,60.0,,70013.19,pisce,m,False,0.0
,0.2,12023.58,60.0,60225.0,55038.33,,,True,0.0
False,0.32,20020.58,60.0,39000.0,55026.84,,f,,2.0
False,0.26,10025.33,36.0,,32013.9,leo,m,False,0.0
False,0.24,10022.31,36.0,27394.0,32016.24,gemi,f,True,0.0
True,0.28,5006.7,36.0,52157.0,40023.51,,f,True,0.0
False,0.5,25022.06,60.0,35444.0,120041.89,,m,,0.0
False,0.18,30026.84,60.0,179213.0,165018.15,leo,m,True,0.0
False,0.11,15029.53,36.0,,50041.3,pisce,m,False,0.0
False,0.45,24027.78,60.0,10000.0,93624.72,virg,m,True,0.0
False,0.27,15027.88,36.0,22644.0,75028.18,leo,,True,0.0
True,0.2,9628.06,36.0,,90029.48,capr,m,True,0.0
False,0.28,4688.75,36.0,19176.0,52019.2,,,False,0.0
False,0.33,21034.9,36.0,69102.0,90023.3,cance,m,False,0.0
False,0.37,15018.68,36.0,0.0,70023.21,,m,False,0.0
False,0.33,9766.34,36.0,21166.0,29022.65,,m,True,0.0
False,0.37,14034.8,36.0,,44072.96,,m,False,0.0
True,0.35,3623.88,60.0,,35019.1,cance,m,True,0.0
False,0.18,28035.01,36.0,,123028.83,,m,True,0.0
False,0.34,30008.96,60.0,74205.0,126013.15,gemi,m,False,0.0
,0.27,18675.38,60.0,120815.0,100028.44,gemi,,True,0.0
False,0.3,24009.43,36.0,0.0,250028.43,libr,m,True,0.0
True,0.36,14026.48,36.0,,97223.23,taur,f,False,0.0
False,0.14,28028.54,36.0,71872.0,88040.19,arie,m,False,0.0
False,0.35,8186.94,36.0,18733.0,51028.12,scor,m,False,0.0
False,0.27,3027.98,36.0,24543.0,36008.19,virg,m,False,0.0
True,0.43,4029.03,36.0,,60024.11,libr,,,0.0
False,0.49,5972.56,36.0,14032.0,33032.12,libr,m,False,0.0
,0.27,12830.28,60.0,18000.0,96024.36,arie,,,0.0
False,0.2,5014.67,36.0,13980.0,54334.11,arie,m,False,0.0
False,0.19,15038.19,36.0,59000.0,70009.25,,m,False,0.0
True,0.32,25013.27,60.0,54836.0,110024.76,virg,f,True,0.0
False,0.35,12023.62,36.0,,110030.62,virg,,False,0.0
False,0.17,15088.3,36.0,32552.0,42021.77,,f,True,0.0
True,0.4,24022.12,36.0,,90031.01,gemi,m,False,0.0
False,0.27,6017.61,36.0,0.0,84024.61,taur,m,True,0.0
False,0.41,6019.18,60.0,,80010.29,,f,True,0.0
False,0.27,15618.3,36.0,0.0,48113.71,scor,,False,0.0
True,0.25,10035.98,36.0,21481.0,29013.9,,m,,0.0
False,0.13,27022.93,36.0,,54015.03,virg,m,,0.0
False,0.31,8009.94,36.0,14580.0,47015.38,capr,m,True,0.0
False,0.29,21021.5,36.0,347813.0,143011.65,virg,m,False,0.0
False,0.26,19041.65,36.0,,96028.35,virg,,True,0.0
False,0.13,9630.09,36.0,,24706.54,libr,m,True,0.0
False,0.4,3023.84,60.0,,43214.32,scor,m,True,0.0
,,,,,,cance,,True,
False,0.32,7234.13,36.0,11139.0,39022.87,,m,True,0.0
True,0.3,13525.02,36.0,0.0,80010.44,,m,True,0.0
False,0.17,6459.61,36.0,27961.0,38419.76,cance,f,True,0.0
True,0.41,11511.15,60.0,35664.0,62516.74,,f,True,0.0
False,0.28,11529.87,36.0,0.0,35028.51,scor,m,False,0.0
False,0.17,7025.34,36.0,,60016.84,,m,False,0.0
False,0.28,3523.7,36.0,1875.0,55028.63,,f,False,0.0
False,0.48,3812.38,36.0,37372.0,76021.34,libr,m,False,0.0
False,0.47,14813.73,36.0,33488.0,68621.92,,f,False,0.0
False,0.18,10037.38,36.0,,95019.97,,f,True,0.0
False,0.26,20012.7,36.0,0.0,65033.02,virg,,False,0.0
False,0.07,21015.76,36.0,429349.0,415018.68,scor,m,False,0.0
True,0.32,11706.57,60.0,7310.0,35024.56,leo,m,False,0.0
False,0.4,16029.62,36.0,,89127.88,leo,m,False,0.0
False,0.2,15014.6,36.0,,60017.78,,f,True,0.0
False,0.3,3026.17,36.0,36572.0,80021.22,libr,m,True,0.0
,0.2,16024.84,60.0,31286.0,42028.14,gemi,,True,0.0
False,0.24,12830.2,36.0,,27029.77,libr,m,False,0.0
True,0.38,2736.75,36.0,56620.0,73012.6,libr,f,True,0.0
True,0.32,23514.34,60.0,0.0,59835.38,pisce,m,,0.0
False,0.17,8429.51,36.0,35454.0,54020.24,pisce,m,False,0.0
False,0.21,4512.35,36.0,,50039.09,scor,f,False,0.0
,0.27,31221.76,60.0,15366.0,120013.64,sagi,,True,0.0
False,0.39,11242.48,36.0,,55269.73,scor,m,False,0.0
True,0.27,10021.31,36.0,,77418.17,,f,False,0.0
False,0.4,4005.42,36.0,5148.0,32023.48,leo,m,False,0.0
False,0.22,10016.62,36.0,25638.0,47034.99,,f,True,0.0
False,0.22,1522.02,36.0,19656.0,18025.55,,f,False,0.0
False,0.39,6033.89,36.0,0.0,28535.54,scor,f,False,0.0
False,0.31,5025.9,36.0,,111484.83,,f,False,0.0
False,0.18,15028.17,36.0,62573.0,68527.13,,m,False,0.0
False,0.45,8906.99,36.0,,34025.1,gemi,f,False,0.0
False,0.28,16023.34,36.0,,58004.17,gemi,,False,0.0
True,0.37,15020.39,36.0,32220.0,65025.39,leo,f,False,0.0
True,0.26,10035.29,60.0,,34603.27,,m,False,0.0
True,0.46,30028.05,60.0,,160030.2,,f,True,0.0
False,0.3,18022.49,36.0,38178.0,40028.62,capr,m,False,0.0
False,0.23,10024.54,36.0,30650.0,52030.52,scor,m,True,0.0
False,0.26,8517.74,60.0,,72016.84,,m,False,0.0
False,0.29,9008.71,36.0,28038.0,75030.32,,m,True,0.0
False,0.15,23114.23,36.0,53632.0,135016.96,aqua,m,False,0.0
False,0.26,25028.71,36.0,,65022.0,capr,f,False,0.0
True,0.44,16035.94,36.0,0.0,74015.9,scor,m,True,0.0
,0.27,14105.99,60.0,35921.0,43025.79,libr,,,0.0
True,0.36,3606.96,36.0,,48007.18,,m,False,0.0
True,0.34,27069.24,60.0,12000.0,120005.59,sagi,f,False,0.0
False,0.36,18012.09,36.0,21151.0,110022.94,gemi,m,False,0.0
,0.3,24025.71,60.0,15164.0,105023.93,gemi,,False,0.0
,0.22,18007.29,60.0,52070.0,130027.78,leo,,,0.0
True,0.31,10539.21,36.0,68614.0,44034.25,libr,m,False,0.0
False,0.28,20017.27,36.0,,55022.74,cance,m,True,0.0
False,0.35,5816.28,36.0,66470.0,59623.5,libr,m,False,0.0
False,0.34,22848.02,36.0,29910.0,58021.07,gemi,f,False,0.0
False,0.32,4267.47,36.0,0.0,33924.94,gemi,m,,0.0
,,,,,,cance,,False,
False,0.43,25010.28,60.0,45087.0,126620.72,,m,True,0.0
False,0.14,21029.45,36.0,22442.0,140012.78,leo,m,False,0.0
False,0.27,8026.79,36.0,16040.0,36625.41,libr,f,True,0.0
False,0.2,10029.3,36.0,30350.0,75015.15,leo,,True,0.0
,0.31,20137.73,60.0,26713.0,45007.75,sagi,,False,0.0
,0.33,30018.87,60.0,92011.0,100535.74,pisce,,False,0.0
False,0.16,28035.27,36.0,93400.0,135008.9,,m,False,0.0
False,0.41,21024.35,36.0,,152017.46,aqua,f,False,0.0
False,0.52,8018.91,36.0,6778.0,24619.25,gemi,m,False,0.0
False,0.25,24037.32,60.0,76821.0,74524.11,,f,True,0.0
,0.27,23032.99,60.0,25736.0,82519.19,taur,,False,0.0
False,0.23,35027.25,36.0,0.0,175019.84,capr,m,False,0.0
,0.31,18254.59,60.0,17390.0,40836.68,gemi,,False,0.0
True,0.2,22015.84,36.0,163814.0,120033.19,,m,True,0.0
,0.32,18018.34,60.0,222932.0,220025.6,,,True,0.0
False,0.32,16381.64,36.0,21994.0,116017.14,libr,m,False,0.0
False,0.29,30016.46,36.0,,93475.59,,m,False,0.0
False,0.1,6027.3,36.0,,33683.96,aqua,m,False,0.0
False,0.22,16447.56,36.0,14392.0,42008.93,gemi,m,False,0.0
False,0.22,8018.35,36.0,15763.0,45021.48,arie,m,,0.0
False,0.35,22161.43,60.0,10019.0,55023.41,libr,m,False,0.0
False,0.12,12017.14,36.0,,80021.56,libr,,False,0.0
False,0.1,16025.63,60.0,,45015.55,virg,f,False,0.0
False,0.28,18016.81,36.0,0.0,125029.41,libr,f,False,0.0
False,0.23,6033.75,36.0,37741.0,67021.58,aqua,m,False,0.0
True,0.26,25019.82,60.0,84397.0,67029.15,leo,f,False,0.0
False,0.25,3030.58,36.0,0.0,10010.14,pisce,m,False,0.0
False,0.44,30033.1,60.0,21899.0,78511.8,,f,False,0.0
True,0.3,25028.08,60.0,,65025.63,libr,m,False,0.0
,0.34,35012.71,60.0,31045.0,80017.99,,,False,0.0
False,0.14,13257.48,36.0,7800.0,40016.17,scor,m,True,0.0
False,0.12,9518.94,36.0,34192.0,90037.54,gemi,m,True,0.0
False,0.39,7016.78,36.0,,60016.21,,m,,0.0
False,0.2,3017.18,36.0,,30022.06,aqua,m,True,0.0
False,0.1,12026.34,36.0,31641.0,67016.84,,m,False,0.0
False,0.37,18031.59,60.0,45009.0,98038.88,scor,m,False,0.0
,,,,,,,,True,
False,0.39,10017.83,36.0,20885.0,51730.05,,m,False,0.0
False,0.36,14013.99,36.0,23372.0,43026.0,pisce,m,False,0.0
True,0.26,5020.2,36.0,,133015.07,,m,True,0.0
False,0.31,20008.39,36.0,,93609.22,libr,m,False,0.0
False,0.38,18024.48,60.0,,157035.05,aqua,m,False,0.0
False,0.23,20046.89,36.0,22993.0,70035.33,taur,,True,0.0
False,0.34,10018.9,36.0,23003.0,60022.42,aqua,m,False,0.0
,0.41,16013.25,60.0,50618.0,79628.78,,,False,0.0
True,0.25,2220.26,36.0,24668.0,60017.59,pisce,m,False,0.0
False,0.32,28026.98,60.0,51050.0,105025.36,virg,m,True,0.0
False,0.18,19528.68,36.0,3000.0,79014.97,,f,False,0.0
False,0.22,7436.24,36.0,,65020.04,capr,,,0.0
False,0.23,7660.11,36.0,37349.0,44311.69,libr,f,False,0.0
False,0.28,9626.99,36.0,59680.0,49017.33,,m,False,0.0
False,0.18,7027.11,36.0,,80423.14,arie,,True,0.0
False,0.17,10029.38,36.0,16306.0,50017.61,,m,False,0.0
False,0.4,9711.21,36.0,0.0,50021.56,,m,True,0.0
False,0.21,10022.54,36.0,,35023.84,,f,False,0.0
False,0.37,2818.03,36.0,30994.0,42036.15,leo,f,False,0.0
False,0.15,15028.36,36.0,24000.0,128763.14,,m,False,0.0
False,0.34,15026.89,36.0,0.0,95017.59,cance,m,False,0.0
False,0.16,10540.54,60.0,7685.0,58024.01,,m,True,0.0
True,0.1,8262.64,36.0,,80028.59,gemi,m,False,0.0
False,0.31,9468.18,36.0,93132.0,80038.79,,m,False,0.0
False,0.22,24020.97,36.0,46570.0,93021.47,,f,,0.0
,,,,,,pisce,,True,
False,0.18,8008.74,36.0,98158.0,55015.76,leo,m,False,0.0
False,0.29,12021.36,60.0,,68170.92,,m,False,0.0
True,0.32,30011.41,60.0,,117027.31,sagi,f,False,0.0
True,0.1,2631.07,36.0,,63017.7,taur,m,,0.0
False,0.24,10014.34,36.0,36826.0,45015.35,gemi,f,False,0.0
False,0.21,3011.16,36.0,,30020.32,virg,f,False,0.0
False,0.31,22012.91,36.0,68950.0,70028.13,,m,False,0.0
False,0.32,12524.16,36.0,,170017.57,,f,False,0.0
False,0.46,17516.9,36.0,,92316.08,libr,f,True,0.0
False,0.29,25025.54,36.0,38047.0,125029.0,,m,False,0.0
,,,,,,,,True,
False,0.36,9019.06,36.0,0.0,103026.23,,m,False,0.0
True,0.25,35025.95,60.0,49844.0,127661.22,,m,True,0.0
True,0.11,20021.96,36.0,20990.0,80012.61,,m,False,0.0
False,0.23,9924.96,36.0,,39042.75,,m,False,0.0
,0.35,35040.36,60.0,89962.0,160007.2,scor,,True,0.0
True,0.2,28017.48,36.0,21369.0,200022.08,,m,True,0.0
False,0.17,3041.36,36.0,21797.0,85019.4,virg,m,True,0.0
False,0.47,20027.63,60.0,0.0,79613.38,arie,f,False,0.0
False,0.53,20023.94,60.0,10898.0,70030.58,cance,m,False,0.0
False,0.27,20019.23,36.0,37426.0,130054.66,,m,False,0.0
False,0.15,10766.27,36.0,0.0,32022.13,gemi,m,False,0.0
False,0.18,14423.49,36.0,14127.0,72032.37,arie,m,False,0.0
False,0.31,28041.87,60.0,76392.0,115031.86,,m,,0.0
False,0.38,6033.2,36.0,,40019.14,libr,m,False,0.0
False,0.34,6037.71,36.0,90059.0,68014.64,libr,,False,0.0
False,0.23,7044.37,36.0,,52026.14,cance,m,False,0.0
True,0.31,19631.84,36.0,7319.0,50019.92,,f,False,0.0
True,0.32,15040.92,60.0,60430.0,58348.21,,m,False,0.0
False,0.18,6522.07,36.0,,40025.02,gemi,m,False,0.0
False,0.18,7517.83,36.0,,79999.83,libr,m,True,0.0
False,0.32,15039.37,36.0,,100024.12,virg,m,True,0.0
False,0.18,12193.74,36.0,,35013.8,leo,m,True,0.0
False,0.48,18029.03,36.0,85875.0,80023.71,cance,f,True,0.0
True,0.35,11511.67,36.0,0.0,45023.59,gemi,f,True,0.0
False,0.25,11217.37,36.0,1500.0,68017.44,leo,,False,0.0
False,0.45,5523.33,36.0,0.0,20024.49,leo,m,True,0.0
False,0.24,10024.54,36.0,50677.0,50023.62,,f,False,0.0
False,0.33,14015.86,36.0,56043.0,51916.87,,,False,0.0
False,0.37,25027.65,36.0,51072.0,87018.68,,m,,0.0
False,0.24,14030.89,36.0,21536.0,65015.23,,f,False,0.0
False,0.21,15022.3,36.0,47798.0,59023.82,gemi,m,True,0.0
False,0.67,12031.65,60.0,,36021.03,,m,False,0.0
False,0.34,12016.31,60.0,0.0,80021.75,,m,True,0.0
False,0.25,6101.67,36.0,,22007.27,capr,m,True,0.0
False,0.52,9517.67,36.0,19122.0,76828.92,cance,m,,0.0
False,0.35,8515.42,36.0,2219.0,31099.35,,m,False,0.0
False,0.15,18814.55,36.0,33372.0,65013.08,libr,m,False,0.0
False,0.46,7015.05,36.0,28966.0,82015.25,,m,False,0.0
False,0.39,15015.59,36.0,32904.0,50030.5,,m,True,0.0
False,0.27,25023.86,60.0,72915.0,100026.71,,m,True,0.0
False,0.1,14036.02,36.0,22322.0,98031.43,arie,m,False,0.0
False,0.32,10018.3,36.0,53966.0,100009.1,leo,m,False,0.0
True,0.26,15007.82,36.0,,121922.82,gemi,m,True,0.0
,,,,,,gemi,,,
False,0.39,3630.57,36.0,7058.0,71003.89,cance,m,False,0.0
False,0.31,13103.85,60.0,12461.0,51478.12,scor,m,False,0.0
False,0.14,6038.83,36.0,16442.0,48011.99,arie,m,True,0.0
False,0.19,10013.13,36.0,56642.0,61025.29,cance,m,True,0.0
False,0.29,12020.54,36.0,,50025.84,capr,m,False,0.0
,0.32,3015.58,60.0,41786.0,115031.88,leo,,True,0.0
False,0.23,9014.81,36.0,15100.0,93022.1,,m,False,0.0
False,0.19,6015.12,36.0,,135010.57,arie,m,,0.0
False,0.18,15031.59,36.0,,115025.96,cance,f,False,0.0
False,0.54,33635.09,60.0,0.0,100024.28,,m,True,0.0
False,0.46,4962.17,36.0,16559.0,32021.48,,m,True,0.0
False,0.17,12016.52,36.0,0.0,60012.66,libr,m,False,1.0
False,0.4,31315.59,60.0,0.0,70028.45,,m,False,0.0
True,0.45,10607.52,36.0,,47021.98,taur,m,True,0.0
False,0.39,28030.96,36.0,79990.0,115005.89,,f,,2.0
False,0.09,7640.44,36.0,13010.0,32575.34,,m,False,0.0
False,0.4,31023.37,36.0,16916.0,130047.05,libr,f,False,0.0
False,0.22,3021.7,36.0,,40017.85,scor,f,False,0.0
False,0.17,28018.4,36.0,5000.0,97018.34,,m,True,0.0
,0.28,25022.61,60.0,39462.0,71211.63,arie,m,False,0.0
False,0.3,15038.64,36.0,71409.0,89017.1,,m,,0.0
True,0.37,6029.29,36.0,27035.0,40027.02,capr,f,False,0.0
False,0.19,6726.33,36.0,17829.0,33013.28,,f,False,0.0
False,0.35,11413.16,36.0,,50006.15,cance,f,False,0.0
False,0.17,7516.11,36.0,27324.0,71028.4,virg,f,False,0.0
False,0.14,22920.66,36.0,36815.0,95017.74,,m,False,0.0
False,0.54,6033.63,36.0,63169.0,41016.44,arie,m,,0.0
False,0.45,5023.53,60.0,,49214.62,arie,m,True,0.0
False,0.29,15015.76,36.0,,50021.61,leo,m,True,0.0
False,0.34,14623.14,36.0,56886.0,52529.85,cance,m,False,0.0
False,0.29,12020.41,60.0,31060.0,51918.99,virg,m,False,0.0
True,0.25,15013.75,36.0,,60014.09,aqua,m,True,0.0
False,0.2,5018.71,36.0,,23027.09,gemi,f,False,0.0
False,0.27,12585.76,36.0,19615.0,95016.68,taur,m,False,0.0
False,0.45,26520.18,36.0,24573.0,195015.26,,m,True,0.0
False,0.31,15024.84,36.0,,160036.96,libr,m,False,0.0
False,0.27,25033.7,60.0,49435.0,110015.73,,f,True,0.0
True,0.33,12037.87,36.0,17973.0,115017.9,libr,m,True,0.0
False,0.32,4030.34,36.0,,19234.84,scor,f,False,0.0
False,0.15,5019.54,36.0,,92017.57,,m,,0.0
False,0.21,21028.64,36.0,20122.0,52023.08,cance,f,False,0.0
False,0.26,18043.65,36.0,122197.0,78037.53,pisce,m,False,0.0
False,0.16,5007.04,36.0,,70338.14,,m,True,0.0
False,0.26,20292.7,36.0,13744.0,45627.09,,f,False,0.0
False,0.35,16029.74,60.0,24213.0,70033.08,gemi,m,,0.0
False,0.25,16038.62,60.0,,42018.77,,f,,0.0
False,0.17,28024.01,36.0,,85038.86,virg,m,True,0.0
False,0.25,4816.84,36.0,12042.0,77780.62,,m,True,0.0
True,0.35,20818.85,36.0,31813.0,58007.83,gemi,m,False,0.0
False,0.21,5023.07,36.0,,40819.72,,f,True,0.0
False,0.21,28020.59,36.0,0.0,88032.93,capr,m,True,0.0
False,0.31,17045.71,60.0,,50024.26,cance,m,False,0.0
False,0.32,1023.74,36.0,47537.0,40012.61,libr,f,False,0.0
False,0.32,4032.64,36.0,,19209.28,libr,m,False,0.0
False,0.07,20410.07,36.0,0.0,120041.35,cance,m,False,0.0
False,0.22,31847.61,36.0,,75025.55,,m,False,0.0
False,0.3,32888.39,36.0,47108.0,74011.37,virg,m,True,0.0
False,0.11,20029.02,36.0,57999.0,70034.57,,m,False,0.0
False,0.16,6021.89,36.0,,52023.13,aqua,m,True,0.0
False,0.39,11011.7,36.0,,82510.57,,f,,0.0
,0.14,12011.05,60.0,40750.0,56027.41,,,True,0.0
False,0.34,10040.49,36.0,18652.0,80032.71,gemi,m,False,0.0
True,0.34,18216.66,36.0,43628.0,51021.59,sagi,m,True,0.0
False,0.36,16022.0,60.0,3707.0,42014.97,aqua,f,False,0.0
False,0.35,11865.05,36.0,0.0,48027.72,libr,m,False,0.0
False,0.29,6643.5,36.0,,23506.42,,m,False,0.0
